-1.9536,0.6707
-8.4458,-0.44823
-9.5381,-4.1076
-2.8161,1.1011
-6.27,-7.33
-6.4571,-6.9325
0.92663,-1.8459
-6.8018,-8.8452
-5.3047,-0.46099
-1.5464,1.5525
2.1249,-1.3585
-8.043,-0.50782
-8.3258,-9.2617
-8.9322,-3.1779
-7.5395,-1.2674
-2.6492,0.98888
-6.2804,-1.0382
-5.3985,0.10145
-9.0383,0.68089
-5.253,-0.89986
-9.4273,-4.0699
-6.9902,-2.5914
-6.4427,0.1264
-5.774,0.83337
-8.5907,-2.6332
0.6542,0.25577
-1.0523,-0.0049173
-8.9249,-0.96198
-7.2017,-7.6141
-2.0819,0.18444
-5.7046,-0.68856
-0.55003,0.3595
-8.0514,-4.246
-4.0477,1.7495
0.20188,-0.55632
2.1832,0.033675
-6.8192,-7.3262
-4.7748,-9.5182
-8.271,-7.0981
-8.5236,-3.7965
0.49086,-1.3693
-7.1711,-6.8911
-6.5914,2.5782
-8.1372,-5.1299
-0.010026,-0.45509
-2.5096,0.71587
-4.9311,1.3941
-2.4592,1.473
-8.356,-5.8045
-8.1125,1.2638
-4.1179,2.0499
-8.0508,0.041139
-8.6984,-3.7131
-4.5297,-0.8912
-8.8345,-1.7082
-7.6128,-0.26772
-0.62354,-0.056296
-8.2355,-9.495
-8.8649,-5.571
-7.3808,-6.8803
-8.1042,-6.0396
-9.3409,-0.66975
-9.1828,-3.6587
-0.41493,0.63664
-7.4048,-2.7569
-7.227,-3.7914
-8.6164,-0.80987
-7.822,-8.9426
-1.7974,0.34797
-7.7198,-3.1034
-0.44294,1.3739
-8.849,-3.5998
-6.9467,-7.8701
-0.19191,-1.3674
-7.2351,-8.1378
0.51743,0.2464
-7.0343,-0.29997
-6.2086,3.5978
-3.7844,1.7147
-8.2699,-3.5144
-8.3308,0.14356
-5.1421,0.56987
0.80055,-0.015382
-7.9299,-0.96914
-3.4101,2.9356
-9.1116,-5.8992
0.41202,-0.34286
-7.4006,-1.899
-8.4808,-4.7404
-7.2232,-5.0788
-5.874,1.2932
-3.1244,0.84304
-1.574,0.31249
-3.0861,3.0095
-5.8293,1.7221
-4.558,0.091591
-2.7854,1.703
-9.4118,-1.9415
-9.8095,-2.9318
-7.6987,1.6208
-2.5766,-1.1871
-7.5459,-1.8945
-8.4865,-5.1779
-8.3296,-7.712
-9.2141,-5.4611
-9.3798,-6.0399
-7.2316,0.21609
1.6396,-3.2653
-4.4053,-0.50941
-6.7302,-7.8692
1.261,-0.42721
0.021657,1.0703
-0.70896,0.14187
-10.507,-4.0401
-5.2019,0.79344
-2.3809,2.4812
-6.6823,-1.7727
-7.565,-3.5473
-5.9557,-3.9778
-9.4376,-6.2381
-8.3494,-7.8663
-9.6644,-5.5604
-7.1093,-0.039902
-0.083535,-1.0675
-6.4376,-1.4581
-8.3159,-5.0229
-6.684,-1.6095
-3.6827,2.2342
-8.8423,-0.91725
-6.9805,0.10635
-2.6367,0.15944
-5.3609,-7.4173
-5.3652,-8.9303
-8.7769,-3.7276
-8.7824,-5.9291
-8.8838,-5.6776
-8.19,-3.0678
-2.5518,0.4733
-6.498,-6.9604
-1.5795,-0.20692
-4.8851,-8.2863
-7.536,0.57395
-8.4374,-3.4278
-8.3143,-1.9334
0.5968,-0.30756
0.058248,-0.072475
-4.3939,1.8257
-0.39027,-0.70898
-8.193,-3.9703
-4.5197,0.97529
-8.7042,-2.4311
2.532,-1.5754
-0.0087276,-1.0814
-9.8197,-4.7777
-0.85788,-0.91101
-7.9796,1.8077
-1.86,0.035453
-7.2076,-3.8659
-7.8162,-2.1193
-5.3704,-8.4814
-6.5473,-4.8867
-8.9516,-4.8609
-8.4939,-1.7208
-7.5892,-9.2954
-6.6992,-1.2023
-7.5933,2.2513
-8.7039,-0.90401
-8.1958,-5.2293
-0.57701,0.96505
-0.75078,-0.41775
-4.9779,-8.5964
-7.5241,-5.2503
-6.9445,-5.14
-1.5219,0.54072
0.22108,1.6344
0.99972,-0.34459
-8.6146,-5.9454
-4.113,-0.83574
-8.8683,-3.2686
-7.3613,-5.9722
-8.4514,-2.5729
-7.412,-1.647
-8.9578,-6.2603
-6.1063,1.6135
-1.7655,-0.39385
2.0834,-1.5166
-6.8656,-7.4042
-8.5409,-4.1366
-4.4587,2.6738
-6.2446,-0.68941
0.34584,1.2905
-0.36452,0.016906
-0.5111,-0.89374
-5.7358,-7.4468
-7.9687,-1.394
-4.5136,1.29
-3.4474,-0.15718
-0.46704,1.5026
-10.783,-5.2762
-6.6397,-6.3926
-0.67623,-1.9352
-9.6906,-6.1073
-0.19091,0.74467
-7.1716,-2.226
-9.0706,-3.9007
-2.7598,1.1602
-8.7059,-1.8789
-1.0125,-1.1075
-1.0224,0.26482
-11.613,-2.7477
-6.3212,1.4186
-7.6466,-1.1573
-5.04,1.1538
-1.3921,0.54491
-8.5634,-4.6471
0.69018,-0.46635
-0.78469,-0.77661
0.78123,1.1571
-8.893,-8.5
-8.2119,-3.418
-2.5044,-0.43913
-2.2382,1.5396
-8.7362,-5.6962
-7.7938,-1.1033
-0.12525,-2.0541
-5.0291,1.3627
-9.8927,-5.2129
-4.4433,0.71774
-10.348,-5.4847
-6.3836,0.15112
-10.492,-4.9454
-6.7244,-8.6283
-9.005,-7.8987
-5.5188,0.45718
-7.3072,0.66317
0.93932,-1.5274
-8.4575,-7.8568
-7.1592,0.92526
-7.82,-3.6214
-3.1904,1.2941
-7.5155,-2.8462
-6.5761,-2.8367
-7.437,-1.0368
-7.9692,-3.5092
-0.3952,1.5028
-9.2705,-1.7204
-6.1441,-1.5625
-9.1962,-4.5563
-4.8993,3.0012
-6.0073,0.029477
-8.6516,-4.171
-6.9913,-7.6553
-8.642,-5.5469
-7.0287,-9.4491
-5.5993,-7.8726
-9.512,-2.5467
-4.1358,-0.33603
-5.2498,-9.185
-8.1523,-7.9193
-7.8435,-3.2999
-5.6389,-0.32782
-0.13533,0.24845
-1.3873,-0.97413
-7.0956,-6.8627
-6.9434,-6.7617
-6.5765,-6.8829
-0.31551,-0.66497
-6.5222,0.21912
-8.9461,-1.3564
-7.9691,-3.541
-4.1453,0.98152
-8.5922,-3.9881
-4.0279,1.5523
-9.0026,-2.0726
-1.1163,0.47435
-8.9124,-4.6977
-7.3395,0.089579
-4.1773,-0.3611
-2.1504,-1.9538
-8.7652,-2.636
-6.8189,-2.1559
1.5211,-1.033
-6.8716,-1.8365
-1.6292,-1.4847
1.3166,-2.7995
-8.2582,-2.9455
-8.3934,-2.6808
-3.1045,1.0441
-6.9459,-6.2163
-2.4563,1.2984
-7.7611,-3.5155
